date, pm25, o3, no2, so2, co
2019/3/23, 13, 35, 3, , 2
2019/3/24, 46, 28, 4, , 2
2019/3/25, 17, 30, 7, , 2
2019/3/26, 20, 32, 11, 2, 3
2019/3/27, 33, 28, 10, 2, 3
2019/3/28, 48, 29, 6, , 2
2019/3/29, 21, 26, 4, , 2
2019/3/30, 21, 30, 1, , 1
2019/3/31, 15, 34, 5, , 1
2018/10/1, 18, 13, 8, , 2
2018/10/2, 14, 13, 10, 1, 2
2018/10/3, 18, 18, 5, , 2
2018/10/4, 16, 20, 7, , 2
2018/10/6, 41, 9, 4, , 2
2018/10/7, 14, 12, 3, , 2
2018/10/8, 26, 28, 10, , 3
2018/10/9, 34, 23, 10, 1, 2
2018/10/10, 31, 20, 5, 1, 1
2018/10/11, 16, 23, 4, , 1
2018/10/12, 9, 23, 7, , 2
2018/10/13, 14, 28, 15, 3, 3
2018/10/14, 30, 21, 11, , 4
2018/10/15, 22, 22, 9, 1, 1
2018/10/16, 16, 20, 10, 1, 1
2018/10/17, 13, 21, 11, 1, 2
2018/10/18, 11, 25, 12, 1, 2
2018/10/19, 33, 23, 7, , 1
2018/10/20, 16, 21, 4, , 1
2018/10/21, 6, 15, 16, 2, 2
2018/10/22, 32, 15, 19, 1, 4
2018/10/23, 45, 18, 6, , 2
2018/10/24, 9, 16, 14, 1, 2
2018/10/25, 18, 18, 11, , 2
2018/10/26, 25, 18, 7, , 2
2018/10/27, 11, 11, 12, , 2
2018/10/28, 32, 21, 11, , 2
2018/10/29, 10, 17, 21, 1, 3
2018/10/30, 30, 15, 16, , 3
2018/10/31, 41, 18, 17, , 3
2018/11/1, 29, 20, 10, , 2
2018/11/2, 10, 15, 6, , 2
2018/11/3, 12, 20, 10, , 2
2018/11/4, 20, 15, 14, , 2
2018/11/5, 33, 18, 8, , 2
2018/11/6, 13, 12, 6, , 2
2018/11/7, 18, 13, 8, , 2
2018/11/8, 11, 13, 10, , 2
2018/11/9, 15, 21, 5, , 1
2018/11/10, 17, 18, 8, , 1
2018/11/11, 14, 12, 16, 4, 3
2018/11/12, 48, 20, 11, , 2
2018/11/13, 30, 21, 13, , 2
2018/11/14, 9, 17, 14, , 2
2018/11/15, 22, 13, 14, , 2
2018/11/16, 48, 18, 9, , 2
2018/11/17, 21, 22, 13, , 3
2018/11/18, 18, 13, 20, 1, 3
2018/11/19, 34, 18, 15, , 3
2018/11/20, 24, 22, 7, , 1
2018/11/21, 25, 17, 13, , 2
2018/11/22, 5, 20, 15, 1, 2
2018/11/23, 26, 15, 15, , 2
2018/11/24, 34, 12, 8, , 2
2018/11/25, 23, 12, 12, , 3
2018/11/26, 27, 10, 6, , 2
2018/11/27, 5, 15, 6, , 2
2018/11/28, 5, 13, 16, , 2
2018/11/29, 35, 14, 18, 1, 3
2018/11/30, 63, 18, 16, , 3
2018/12/1, 42, 14, 15, 1, 3
2018/12/2, 27, 14, 9, , 2
2018/12/3, 11, 19, 13, , 3
2018/12/4, 17, 14, 24, 1, 4
2018/12/5, 36, 14, 12, , 2
2018/12/6, 45, 18, 13, , 2
2018/12/7, 13, 20, 10, , 2
2018/12/8, 28, 19, 10, 2, 2
2018/12/9, 54, 16, 19, , 2
2018/12/10, 54, 15, 16, , 2
2018/12/11, 78, 15, 16, , 2
2018/12/12, 54, 13, 15, , 2
2018/12/13, 65, 7, 19, 1, 5
2018/12/14, 89, 14, 16, , 4
2018/12/15, 45, 13, 13, , 3
2018/12/16, 32, 18, 12, , 2
2018/12/17, 34, 18, 12, 1, 2
2018/12/18, 17, 11, 18, 1, 3
2018/12/19, 51, 4, 24, 1, 5
2018/12/20, 54, 13, 11, , 3
2018/12/21, 22, 19, 4, , 2
2018/12/22, 5, 19, 9, , 2
2018/12/23, 37, 12, 11, , 2
2018/12/24, 39, 17, 8, , 2
2018/12/25, 16, 15, 11, 1, 2
2018/12/26, 46, 17, 10, , 2
2018/12/27, 13, 18, 9, , 2
2018/12/28, 30, 20, 7, , 2
2018/12/29, 10, 15, 12, 1, 2
2018/12/30, 39, , , , 
2018/7/1, 39, 45, 5, 1, 2
2018/7/2, 51, 33, 10, 1, 2
2018/7/3, 35, 36, 10, 1, 2
2018/7/4, 21, 42, 16, 1, 2
2018/7/5, 35, 27, 4, , 1
2018/7/6, 37, 28, 6, 1, 1
2018/7/7, 21, 40, 6, 3, 2
2018/7/8, 25, 58, 11, 2, 2
2018/7/9, 46, 39, 6, 1, 2
2018/7/10, 73, 30, 7, , 2
2018/7/11, 33, 28, 12, 1, 2
2018/7/12, 49, 37, 12, 3, 2
2018/7/13, 40, 44, 12, 1, 2
2018/7/14, 56, 46, 10, , 3
2018/7/15, 62, 45, 11, 1, 3
2018/7/16, 56, 21, 7, , 2
2018/7/17, 28, 35, 6, 1, 2
2018/7/18, 31, 47, 11, 1, 1
2018/7/19, 29, 45, 7, 1, 2
2018/7/20, 35, 40, 4, , 1
2018/7/21, 37, 33, 4, , 1
2018/7/22, 21, 29, 7, , 2
2018/7/23, 23, 31, 8, , 1
2018/7/24, 29, 35, 6, , 2
2018/7/25, 43, 38, 11, 1, 2
2018/7/26, 39, 30, 8, , 2
2018/7/27, 32, 24, 6, , 2
2018/7/28, 20, 33, 8, 1, 2
2018/7/29, 45, 37, 12, , 2
2018/7/30, 50, 34, 8, , 2
2018/7/31, 42, 33, 6, , 2
2018/8/1, 38, 41, 9, 1, 2
2018/8/2, 49, 37, 13, , 3
2018/8/3, 57, 54, 9, 1, 3
2018/8/4, 58, 47, 8, 1, 2
2018/8/5, 55, 42, 5, , 2
2018/8/6, 53, 45, 9, , 2
2018/8/7, 49, 37, 9, , 3
2018/8/8, 48, 36, 9, , 2
2018/8/9, 44, 21, 6, , 1
2018/8/10, 24, 24, 13, 1, 2
2018/8/11, 25, 29, 8, , 2
2018/8/12, 33, 31, 13, 1, 3
2018/8/13, 42, 37, 9, , 2
2018/8/14, 52, 41, 10, , 3
2018/8/15, 66, 44, 13, , 3
2018/8/16, 67, 26, 6, , 2
2018/8/17, 45, 26, 6, , 2
2018/8/18, 33, 26, 4, 1, 2
2018/8/19, 38, 26, 7, , 2
2018/8/20, 26, 26, 6, , 2
2018/8/21, 28, 28, 5, , 2
2018/8/22, 42, 31, 6, , 2
2018/8/23, 36, 41, 13, 1, 3
2018/8/24, 50, 35, 6, , 2
2018/8/25, 39, 34, 5, , 3
2018/8/26, 58, 34, 13, , 4
2018/8/27, 60, 38, 7, , 2
2018/8/28, 50, 32, 6, , 2
2018/8/29, 30, 18, 6, , 2
2018/8/30, 23, 26, 9, , 2
2018/8/31, 20, 35, 10, , 3
2018/9/1, 34, 32, 5, , 2
2018/9/2, 35, 25, 7, , 2
2018/9/3, 36, 28, 9, , 2
2018/9/4, 28, 39, 10, , 2
2018/9/5, 44, 27, 5, , 2
2018/9/6, 27, 23, 8, , 2
2018/9/7, 23, 20, 5, , 2
2018/9/8, 18, 20, 4, 1, 1
2018/9/9, 16, 17, 2, , 1
2018/9/10, 12, 16, 8, , 2
2018/9/11, 14, 25, 13, , 3
2018/9/12, 24, 24, 7, , 2
2018/9/13, 14, 25, 7, , 2
2018/9/14, 21, 31, 13, , 3
2018/9/15, 31, 28, 8, , 3
2018/9/16, 39, 24, 8, 1, 2
2018/9/17, 29, 25, 9, , 2
2018/9/18, 39, 16, 6, , 2
2018/9/19, 14, 20, 6, , 2
2018/9/20, 14, 39, 4, , 2
2018/9/21, 37, 28, 3, , 1
2018/9/22, 10, 29, 11, 1, 3
2018/9/23, 29, 21, 5, 1, 1
2018/9/24, 16, 18, 6, , 2
2018/9/25, 18, 24, 5, , 2
2018/9/26, 19, 24, 12, 1, 2
2018/9/27, 27, 29, 11, 1, 3
2018/9/28, 27, 24, 6, , 2
2018/9/29, 18, 20, 9, 2, 2
2018/9/30, 24, 18, 8, , 2
2018/4/1, 17, 31, 10, , 
2018/4/2, 32, 26, 11, , 
2018/4/3, 32, 29, 6, , 
2018/4/4, 19, 29, 6, , 
2018/4/5, 18, 34, 9, , 
2018/4/6, 43, 28, 4, , 
2018/4/7, 18, 32, 3, , 
2018/4/8, 14, 26, 13, , 
2018/4/9, 16, 28, 14, , 
2018/4/10, 38, 26, 12, , 
2018/4/11, 67, 24, 23, , 
2018/4/12, 82, 23, 11, , 
2018/4/13, 28, 28, 8, , 
2018/4/14, 23, 27, 5, , 
2018/4/15, 20, 24, 9, , 
2018/4/16, 19, 26, 7, , 
2018/4/17, 18, 25, 8, , 
2018/4/18, 13, 34, 6, , 
2018/4/19, 16, 31, 7, , 
2018/4/20, 19, 34, 16, , 
2018/4/21, 33, 34, 18, , 
2018/4/22, 34, 34, 20, , 
2018/4/23, 31, 32, 18, , 
2018/4/24, 46, 32, 12, , 
2018/4/25, 35, 28, 6, , 
2018/4/26, 9, 37, 20, , 
2018/4/27, 52, 30, 6, , 
2018/4/28, 29, 38, 3, , 
2018/4/29, 6, 36, 11, , 
2018/4/30, 15, 47, 17, , 
2018/5/1, 51, 47, 9, , 
2018/5/2, 41, 32, 10, , 
2018/5/3, 35, 35, 7, , 
2018/5/4, 32, 43, 8, , 
2018/5/5, 26, 32, 11, , 
2018/5/6, 38, 28, 9, , 
2018/5/7, 19, 35, 22, , 
2018/5/8, 35, 53, 14, , 
2018/5/9, 46, 38, 6, , 
2018/5/10, 35, 28, 7, , 
2018/5/11, 17, 29, 9, , 
2018/5/12, 29, 34, 10, , 
2018/5/13, 30, 38, 14, , 
2018/5/14, 42, 31, 10, , 
2018/5/15, 40, 25, 14, , 
2018/5/16, 33, 40, 23, , 
2018/5/17, 57, 36, 4, , 
2018/5/18, 20, 29, 7, , 
2018/5/19, 20, 34, 5, , 
2018/5/20, 22, 30, 8, , 
2018/5/21, 19, 25, 15, , 
2018/5/22, 37, 38, 9, , 
2018/5/23, 28, 49, 16, , 
2018/5/24, 51, 64, 12, , 
2018/5/25, 51, 54, 12, , 
2018/5/26, 48, 48, 6, , 
2018/5/27, 49, 60, 14, 1, 2
2018/5/28, 51, 33, 6, 1, 1
2018/5/29, 36, 46, 6, 1, 1
2018/5/30, 31, 42, 8, , 1
2018/5/31, 21, 36, 8, , 2
2018/6/1, 28, 19, 4, , 1
2018/6/2, 19, 24, 7, , 2
2018/6/3, 14, 23, 5, , 1
2018/6/4, 23, 16, 3, , 1
2018/6/5, 15, 16, 5, 1, 1
2018/6/6, 16, 38, 10, 2, 1
2018/6/7, 26, 26, 9, 1, 1
2018/6/8, 38, 28, 12, , 2
2018/6/9, 30, 32, 10, 1, 2
2018/6/10, 39, 33, 7, 1, 1
2018/6/11, 20, 37, 12, 2, 2
2018/6/12, 27, 38, 10, 3, 1
2018/6/13, 34, 29, 4, , 1
2018/6/14, 24, 37, 14, 1, 1
2018/6/15, 31, 49, 11, 1, 1
2018/6/16, 37, 52, 12, 1, 2
2018/6/17, 48, 37, 8, , 1
2018/6/18, 43, 31, 6, , 1
2018/6/19, 35, 35, 15, 2, 2
2018/6/20, 30, 26, 8, 1, 1
2018/6/21, 32, 34, 7, 1, 1
2018/6/22, 52, 24, 7, , 1
2018/6/23, 37, 18, 6, , 1
2018/6/24, 28, 30, 5, 5, 1
2018/6/25, 30, 32, 9, 1, 1
2018/6/26, 21, 25, 9, , 1
2018/6/27, 20, 43, 10, , 2
2018/6/28, 33, 53, 11, 2, 2
2018/6/29, 43, 47, 7, 1, 2
2018/6/30, 39, 50, 6, 1, 2
2018/1/1, 24, 17, 17, , 
2018/1/2, 32, 20, 14, , 
2018/1/3, 41, 22, 13, , 
2018/1/4, 33, 21, 10, , 
2018/1/5, 19, 22, 11, , 
2018/1/6, 27, 24, 17, , 
2018/1/7, 30, 20, 12, , 
2018/1/8, 49, 18, 12, , 
2018/1/9, 34, 17, 17, , 
2018/1/10, 55, 21, 10, , 
2018/1/11, 35, 25, 6, , 
2018/1/12, 15, 25, 6, , 
2018/1/13, 9, 24, 16, , 
2018/1/14, 21, 23, 13, , 
2018/1/15, 31, 15, 21, , 
2018/1/16, 66, 20, 16, , 
2018/1/17, 58, 16, 14, , 
2018/1/18, 65, 24, 15, , 
2018/1/19, 66, 22, 14, , 
2018/1/20, 55, 14, 19, , 
2018/1/21, 97, 17, 10, , 
2018/1/22, 58, 23, 12, , 
2018/1/23, 32, 24, 8, , 
2018/1/24, 13, 20, 17, , 
2018/1/25, 27, 18, 15, , 
2018/1/26, 50, 24, 8, , 
2018/1/27, 38, 15, 12, , 
2018/1/28, 40, 16, 14, , 
2018/1/29, 20, 23, 9, , 
2018/1/30, 11, 21, 16, , 
2018/1/31, 23, 21, 10, , 
2018/2/1, 46, 25, 8, , 
2018/2/2, 13, 22, 8, , 
2018/2/3, 37, 25, 10, , 
2018/2/4, 36, 25, 11, , 
2018/2/5, 24, 25, 15, , 
2018/2/6, 47, 21, 25, , 
2018/2/7, 45, 26, 23, , 
2018/2/8, 46, 21, 21, , 
2018/2/9, 73, 17, 23, , 
2018/2/10, 61, 27, 14, , 
2018/2/11, 35, 23, 13, , 
2018/2/12, 26, 23, 23, , 
2018/2/13, 33, 24, 14, , 
2018/2/14, 75, 12, 15, , 
2018/2/15, 66, 26, 9, , 
2018/2/16, 39, 25, 12, , 
2018/2/17, 37, 28, 9, , 
2018/2/18, 52, 15, 21, , 
2018/2/19, 46, 18, 15, , 
2018/2/20, 35, 21, 9, , 
2018/2/21, 25, 24, 11, , 
2018/2/22, 13, 22, 14, , 
2018/2/23, 36, 24, 9, , 
2018/2/24, 21, 26, 6, , 
2018/2/25, 25, 29, 10, , 
2018/2/26, 26, 30, 21, , 
2018/2/27, 38, 27, 11, , 
2018/2/28, 35, 28, 10, , 
2018/3/1, 20, 27, 7, , 
2018/3/2, 17, 28, 6, , 
2018/3/3, 18, 29, 6, , 
2018/3/4, 18, 24, 15, , 
2018/3/5, 25, 26, 9, , 
2018/3/6, 24, 19, 14, , 
2018/3/7, 54, 21, 9, , 
2018/3/8, 18, 28, 7, , 
2018/3/9, 18, 27, 6, , 
2018/3/10, 14, 29, 7, , 
2018/3/11, 14, 23, 14, , 
2018/3/12, 29, 26, 9, , 
2018/3/13, 17, 28, 5, , 
2018/3/14, 16, 30, 13, , 
2018/3/15, 27, 29, 5, , 
2018/3/16, 22, 32, 9, , 
2018/3/17, 23, 28, 10, , 
2018/3/18, 21, 26, 11, , 
2018/3/19, 18, 25, 12, , 
2018/3/20, 19, 25, 11, , 
2018/3/21, 17, 27, 9, , 
2018/3/22, 20, 28, 9, , 
2018/3/23, 15, 30, 7, , 
2018/3/24, 17, 28, 7, , 
2018/3/25, 20, 31, 9, , 
2018/3/26, 28, 24, 15, , 
2018/3/27, 32, 19, 13, , 
2018/3/28, 37, 17, 13, , 
2018/3/29, 37, 31, 5, , 
2018/3/30, 21, 30, 9, , 
2018/3/31, 28, 32, 2, , 
2017/10/1, 27, 30, 14, , 
2017/10/2, 34, 37, 13, , 
2017/10/3, 40, 37, 8, , 
2017/10/4, 42, 27, 11, , 
2017/10/5, 23, 18, 18, , 
2017/10/6, 48, 38, 7, , 
2017/10/7, 40, 27, 4, , 
2017/10/8, 22, 29, 9, , 
2017/10/9, 15, 23, 15, , 
2017/10/10, 39, 16, 7, , 
2017/10/11, 16, 15, 7, , 
2017/10/12, 29, 12, 10, , 
2017/10/13, 23, 18, 14, , 
2017/10/14, 56, 25, 4, , 
2017/10/15, 34, 22, 7, , 
2017/10/16, 17, 28, 18, , 
2017/10/17, 26, 35, 14, , 
2017/10/18, 31, 34, 9, , 
2017/10/19, 29, 29, 19, , 
2017/10/20, 29, 29, 15, , 
2017/10/21, 45, 35, 15, , 
2017/10/22, 53, 33, 12, , 
2017/10/23, 47, 31, 5, , 
2017/10/24, 9, 21, 7, , 
2017/10/25, 18, 23, 18, , 
2017/10/26, 27, 20, 17, , 
2017/10/27, 36, 17, 10, , 
2017/10/28, 41, 15, 11, , 
2017/10/29, 23, 21, 8, , 
2017/10/30, 33, 16, 7, , 
2017/10/31, 17, 12, 14, , 
2017/11/1, 32, 23, 11, , 
2017/11/2, 44, 20, 8, , 
2017/11/3, 22, 13, 10, , 
2017/11/4, 13, 17, 8, , 
2017/11/5, 30, 22, 5, , 
2017/11/6, 14, 21, 11, , 
2017/11/7, 17, 22, 22, , 
2017/11/8, 36, 23, 18, , 
2017/11/9, 45, 27, 7, , 
2017/11/10, 16, 23, 14, , 
2017/11/11, 16, 18, 18, , 
2017/11/12, 34, 10, 23, , 
2017/11/13, 61, 17, 19, , 
2017/11/14, 33, 16, 15, , 
2017/11/15, 48, 19, 6, , 
2017/11/16, 14, 25, 10, , 
2017/11/17, 27, 15, 14, , 
2017/11/18, 41, 22, 4, , 
2017/11/19, 12, 21, 12, , 
2017/11/20, 31, 23, 8, , 
2017/11/21, 24, 20, 8, , 
2017/11/22, 15, 15, 15, , 
2017/11/23, 37, 21, 12, , 
2017/11/24, 45, 22, 7, , 
2017/11/25, 28, 24, 7, , 
2017/11/26, 16, 21, 9, , 
2017/11/27, 22, 27, 11, , 
2017/11/28, 29, 21, 11, , 
2017/11/29, 32, 12, 18, , 
2017/11/30, 41, 20, 12, , 
2017/12/1, 20, 6, 30, , 
2017/12/2, 60, 6, 23, , 
2017/12/3, 86, 12, 18, , 
2017/12/4, 80, 24, 7, , 
2017/12/5, 36, 20, 9, , 
2017/12/6, 20, 19, 9, , 
2017/12/7, 19, 20, 10, , 
2017/12/8, 25, 20, 10, , 
2017/12/9, 36, 22, 10, , 
2017/12/10, 33, 19, 15, , 
2017/12/11, 24, 20, 13, , 
2017/12/12, 29, 22, 13, , 
2017/12/13, 12, 21, 17, , 
2017/12/14, 23, 18, 19, , 
2017/12/15, 40, 22, 12, , 
2017/12/16, 24, 16, 19, , 
2017/12/17, 28, 7, 24, , 
2017/12/18, 66, 16, 11, , 
2017/12/19, 52, 24, 7, , 
2017/12/20, 14, 18, 13, , 
2017/12/21, 23, 18, 16, , 
2017/12/22, 33, 16, 21, , 
2017/12/23, 59, 21, 14, , 
2017/12/24, 20, 26, 6, , 
2017/12/25, 21, 26, 9, , 
2017/12/26, 18, 20, 17, , 
2017/12/27, 24, 17, 27, , 
2017/12/28, 28, 11, 31, , 
2017/12/29, 29, 22, 14, , 
2017/12/30, 55, 7, 31, , 
2017/12/31, 23, 24, 19, , 
2017/7/1, 25, 34, 6, , 
2017/7/2, 12, 29, 4, , 
2017/7/3, 14, 19, 10, , 
2017/7/4, 35, 26, 13, , 
2017/7/5, 26, 54, 17, , 
2017/7/6, 35, 47, 14, , 
2017/7/7, 41, 22, 4, , 
2017/7/8, 18, 33, 6, , 
2017/7/9, 18, 32, 9, , 
2017/7/10, 25, 42, 12, , 
2017/7/11, 36, 31, 15, , 
2017/7/12, 55, 22, 5, , 
2017/7/13, 10, 22, 8, , 
2017/7/14, 28, 28, 3, , 
2017/7/15, 18, 35, 9, , 
2017/7/16, 32, 31, 8, , 
2017/7/17, 54, 40, 10, , 
2017/7/18, 17, 45, 10, , 
2017/7/19, 39, 28, 13, , 
2017/7/20, 46, 33, 13, , 
2017/7/21, 37, 28, 16, , 
2017/7/22, 39, 23, 6, , 
2017/7/23, 35, 15, 7, , 
2017/7/24, 7, 24, 6, , 
2017/7/25, 11, 25, 10, , 
2017/7/26, 14, 38, 11, , 
2017/7/27, 33, 20, 6, , 
2017/7/28, 24, 22, 6, , 
2017/7/29, 16, 24, 3, , 
2017/7/30, 25, 30, 14, , 
2017/7/31, 52, 33, 13, , 
2017/8/1, 33, 44, 14, , 
2017/8/2, 43, 44, 17, , 
2017/8/3, 49, 37, 6, , 
2017/8/4, 25, 22, 4, , 
2017/8/5, 9, 13, 8, , 
2017/8/6, 9, 23, 11, , 
2017/8/7, 177, 28, 9, , 
2017/8/8, 124, 30, 15, , 
2017/8/9, 42, 40, 18, , 
2017/8/10, 64, 36, 8, , 
2017/8/11, 48, 34, 7, , 
2017/8/12, 38, 28, 7, , 
2017/8/13, 26, 29, 14, , 
2017/8/14, 37, 36, 14, , 
2017/8/15, 47, 23, 7, , 
2017/8/16, 40, 25, 7, , 
2017/8/17, 29, 28, 7, , 
2017/8/18, 27, 24, 3, , 
2017/8/19, 11, 37, 8, , 
2017/8/20, 54, 48, 12, , 
2017/8/21, 63, 31, 6, , 
2017/8/22, 44, 21, 5, , 
2017/8/23, 18, 17, 8, , 
2017/8/24, 26, 22, 10, , 
2017/8/25, 22, 30, 9, , 
2017/8/26, 30, 26, 7, , 
2017/8/27, 36, 33, 7, , 
2017/8/28, 45, 28, 8, , 
2017/8/29, 46, 33, 15, , 
2017/8/30, 53, 23, 5, , 
2017/8/31, 29, 25, 7, , 
2017/9/1, 15, 27, 7, , 
2017/9/2, 22, 29, 3, , 
2017/9/3, 23, 37, 6, , 
2017/9/4, 54, 22, 9, , 
2017/9/5, 51, , , , 
2017/9/10, 15, 23, 17, , 
2017/9/11, 30, 23, 25, , 
2017/9/12, 46, 30, 19, , 
2017/9/13, 51, 29, 20, , 
2017/9/14, 56, 26, 18, , 
2017/9/15, 54, 25, 17, , 
2017/9/16, 40, 32, 9, , 
2017/9/17, 63, 27, 14, , 
2017/9/18, 66, 35, 12, , 
2017/9/19, 57, 23, 11, , 
2017/9/20, 55, 26, 13, , 
2017/9/21, 52, 30, 15, , 
2017/9/22, 51, 54, 24, , 
2017/9/23, 59, 60, 15, , 
2017/9/24, 74, 42, 18, , 
2017/9/25, 69, 40, 15, , 
2017/9/26, 64, 31, 10, , 
2017/9/27, 41, 20, 5, , 
2017/9/28, 16, 20, 9, , 
2017/9/29, 18, 26, 5, , 
2017/9/30, 17, 27, 14, , 
2017/4/1, 16, 34, 15, , 
2017/4/2, 26, 33, 15, , 
2017/4/3, 32, 28, 13, , 
2017/4/4, 18, 31, 9, , 
2017/4/5, 19, 28, 8, , 
2017/4/6, 14, 30, 7, , 
2017/4/7, 14, 35, 10, , 
2017/4/8, 21, 41, 13, , 
2017/4/9, 33, 40, 14, , 
2017/4/10, 30, 36, 12, , 
2017/4/11, 42, 29, 6, , 
2017/4/12, 24, 31, 17, , 
2017/4/13, 30, 34, 12, , 
2017/4/14, 19, 33, 14, , 
2017/4/15, 30, 39, 5, , 
2017/4/16, 40, 25, 6, , 
2017/4/17, 13, 33, 9, , 
2017/4/18, 22, 30, 11, , 
2017/4/19, 20, 23, 8, , 
2017/4/20, 27, 22, 10, , 
2017/4/21, 28, 28, 5, , 
2017/4/22, 13, 36, 14, , 
2017/4/23, 27, 28, 7, , 
2017/4/24, 22, 29, 8, , 
2017/4/25, 22, 25, 9, , 
2017/4/26, 13, 31, 11, , 
2017/4/27, 15, 33, 7, , 
2017/4/28, 44, 31, 6, , 
2017/4/29, 20, 26, 5, , 
2017/4/30, 15, 22, 10, , 
2017/5/1, 18, 27, 8, , 
2017/5/2, 20, 33, 6, , 
2017/5/3, 16, 32, 16, , 
2017/5/4, 30, 33, 9, , 
2017/5/5, 12, 25, 5, , 
2017/5/6, 8, 28, 4, , 
2017/5/7, 19, 30, 6, , 
2017/5/8, 12, 27, 11, , 
2017/5/9, 19, 23, 10, , 
2017/5/10, 16, 24, 8, , 
2017/5/11, 16, 24, 17, , 
2017/5/12, 44, 29, 19, , 
2017/5/13, 50, 27, 10, , 
2017/5/14, 34, 27, 5, , 
2017/5/15, 13, 27, 19, , 
2017/5/16, 27, 44, 12, , 
2017/5/17, 38, 42, 7, , 
2017/5/18, 49, 30, 6, , 
2017/5/19, 18, 30, 4, , 
2017/5/20, 15, 32, 6, , 
2017/5/21, 12, 32, 9, , 
2017/5/22, 33, 34, 19, , 
2017/5/23, 48, 42, 9, , 
2017/5/24, 41, 36, 5, , 
2017/5/25, 19, 19, 8, , 
2017/5/26, 9, 18, 8, , 
2017/5/27, 23, 28, 10, , 
2017/5/28, 24, 39, 9, , 
2017/5/29, 27, 36, 12, , 
2017/5/30, 19, 36, 10, , 
2017/5/31, 21, 28, 4, , 
2017/6/1, 18, 29, 9, , 
2017/6/2, 24, 38, 7, , 
2017/6/3, 22, 33, 7, , 
2017/6/4, 27, 23, 8, , 
2017/6/5, 38, 18, 7, , 
2017/6/6, 7, 27, 9, , 
2017/6/7, 21, 30, 15, , 
2017/6/8, 27, 38, 15, , 
2017/6/9, 33, 53, 14, , 
2017/6/10, 42, 54, 5, , 
2017/6/11, 47, 53, 9, , 
2017/6/12, 52, 33, 12, , 
2017/6/13, 45, 27, 9, , 
2017/6/14, 32, 32, 8, , 
2017/6/15, 18, 40, 16, , 
2017/6/16, 48, 38, 12, , 
2017/6/17, 45, 38, 7, , 
2017/6/18, 41, 31, 8, , 
2017/6/19, 11, 26, 7, , 
2017/6/20, 10, 20, 8, , 
2017/6/21, 15, 28, 15, , 
2017/6/22, 23, 27, 11, , 
2017/6/23, 20, 27, 4, , 
2017/6/24, 6, 30, 6, , 
2017/6/25, 7, 22, 10, , 
2017/6/26, 9, 19, 11, , 
2017/6/27, 9, 32, 15, , 
2017/6/28, 23, 39, 13, , 
2017/6/29, 30, 40, 8, , 
2017/6/30, 31, 31, 7, , 
2017/1/2, 45, 13, 16, , 
2017/1/3, 23, 21, 10, , 
2017/1/4, 16, 20, 11, , 
2017/1/5, 21, 22, 12, , 
2017/1/6, 23, 21, 17, , 
2017/1/7, 31, 24, 9, , 
2017/1/8, 21, 20, 14, , 
2017/1/9, 29, 26, 16, , 
2017/1/10, 26, 20, 14, , 
2017/1/11, 38, 30, 13, , 
2017/1/12, 32, 29, 8, , 
2017/1/13, 19, 17, 19, , 
2017/1/14, 22, 25, 20, , 
2017/1/15, 34, 9, 26, , 
2017/1/16, 71, 18, 22, , 
2017/1/17, 53, 15, 19, , 
2017/1/18, 39, 15, 14, , 
2017/1/19, 44, 13, 13, , 
2017/1/20, 36, 8, 16, , 
2017/1/21, 42, 20, 9, , 
2017/1/22, 30, 16, 9, , 
2017/1/23, 26, 15, 15, , 
2017/1/24, 23, 14, 14, , 
2017/1/25, 26, 14, 14, , 
2017/1/26, 21, 23, 7, , 
2017/1/27, 15, 22, 9, , 
2017/1/28, 30, 25, 6, , 
2017/1/29, 12, 22, 13, , 
2017/1/30, 17, 21, 19, , 
2017/1/31, 30, 24, 16, , 
2017/2/1, 27, 29, 7, , 
2017/2/2, 13, 27, 10, , 
2017/2/3, 20, 26, 10, , 
2017/2/4, 23, 28, 10, , 
2017/2/5, 31, 24, 15, , 
2017/2/6, 32, 22, 14, , 
2017/2/7, 29, 25, 9, , 
2017/2/8, 17, 26, 11, , 
2017/2/9, 13, 26, 10, , 
2017/2/10, 23, 15, 17, , 
2017/2/11, 55, 28, 14, , 
2017/2/12, 31, 26, 12, , 
2017/2/13, 23, 20, 18, , 
2017/2/14, 41, 22, 13, , 
2017/2/15, 21, 20, 9, , 
2017/2/16, 22, 22, 14, , 
2017/2/17, 34, 36, 15, , 
2017/2/18, 43, 30, 12, , 
2017/2/19, 22, 30, 10, , 
2017/2/20, 15, 30, 23, , 
2017/2/21, 31, 11, 28, , 
2017/2/22, 60, 23, 9, , 
2017/2/23, 30, 14, 9, , 
2017/2/24, 28, 24, 9, , 
2017/2/25, 13, 27, 5, , 
2017/2/26, 17, 30, 11, , 
2017/2/27, 31, 15, 26, , 
2017/2/28, 48, 25, 11, , 
2017/3/1, 18, 31, 5, , 
2017/3/2, 21, 28, 8, , 
2017/3/3, 23, 30, 10, , 
2017/3/4, 18, 27, 14, , 
2017/3/5, 21, 22, 16, , 
2017/3/6, 31, 27, 13, , 
2017/3/7, 23, 31, 8, , 
2017/3/8, 20, 30, 6, , 
2017/3/9, 17, 29, 7, , 
2017/3/10, 14, 29, 8, , 
2017/3/11, 15, 28, 8, , 
2017/3/12, 18, 19, 19, , 
2017/3/13, 28, 26, 13, , 
2017/3/14, 17, 31, 7, , 
2017/3/15, 22, 32, 13, , 
